ApplicableAt,ApplicableFor,Value,GeneratedTimeStamp,QualityIndicator,Substituted,CreatedDate,LDZ
2022-01-17 11:38:00+00:00,2022-01-16 00:00:00+00:00,9.66,2022-01-17 11:50:00+00:00, ,N,2022-01-17 11:48:09+00:00,SE
2022-01-18 11:38:00+00:00,2022-01-17 00:00:00+00:00,10.43,2022-01-18 11:50:00+00:00, ,N,2022-01-18 11:48:10+00:00,SE
2022-01-19 11:38:00+00:00,2022-01-18 00:00:00+00:00,8.69,2022-01-19 11:50:00+00:00, ,N,2022-01-19 11:48:09+00:00,SE
2022-01-20 11:38:00+00:00,2022-01-19 00:00:00+00:00,-0.42,2022-01-20 11:50:00+00:00, ,N,2022-01-20 11:48:09+00:00,SE
2022-01-21 11:38:00+00:00,2022-01-20 00:00:00+00:00,13.31,2022-01-21 11:50:00+00:00, ,N,2022-01-21 11:48:10+00:00,SE
2022-01-22 11:38:00+00:00,2022-01-21 00:00:00+00:00,14.16,2022-01-22 11:50:00+00:00, ,N,2022-01-22 11:48:10+00:00,SE
2022-01-23 11:38:00+00:00,2022-01-22 00:00:00+00:00,9.07,2022-01-23 11:50:00+00:00, ,N,2022-01-23 11:48:09+00:00,SE
2022-01-24 11:38:00+00:00,2022-01-23 00:00:00+00:00,4.91,2022-01-24 11:50:00+00:00, ,N,2022-01-24 11:48:09+00:00,SE
2022-01-25 11:38:00+00:00,2022-01-24 00:00:00+00:00,10.12,2022-01-25 11:50:00+00:00, ,N,2022-01-25 11:48:09+00:00,SE
2022-01-26 11:38:00+00:00,2022-01-25 00:00:00+00:00,10.65,2022-01-26 11:50:00+00:00, ,N,2022-01-26 11:48:10+00:00,SE
2022-01-27 11:38:00+00:00,2022-01-26 00:00:00+00:00,11.37,2022-01-27 11:50:00+00:00, ,N,2022-01-27 11:48:09+00:00,SE
2022-01-28 11:38:00+00:00,2022-01-27 00:00:00+00:00,7.27,2022-01-28 11:50:00+00:00, ,N,2022-01-28 11:48:10+00:00,SE
2022-01-29 11:38:00+00:00,2022-01-28 00:00:00+00:00,19.55,2022-01-29 11:50:00+00:00, ,N,2022-01-29 11:48:09+00:00,SE
2022-01-30 11:38:00+00:00,2022-01-29 00:00:00+00:00,1.5,2022-01-30 11:50:00+00:00, ,N,2022-01-30 11:48:09+00:00,SE
2022-01-31 11:38:00+00:00,2022-01-30 00:00:00+00:00,15.85,2022-01-31 11:50:00+00:00, ,N,2022-01-31 11:48:13+00:00,SE
2022-02-01 11:38:00+00:00,2022-01-31 00:00:00+00:00,-2.19,2022-02-01 11:50:00+00:00, ,N,2022-02-01 11:48:09+00:00,SE
2022-02-02 11:38:00+00:00,2022-02-01 00:00:00+00:00,13.32,2022-02-02 11:50:00+00:00, ,N,2022-02-02 11:48:10+00:00,SE
2022-02-03 11:38:00+00:00,2022-02-02 00:00:00+00:00,6.44,2022-02-03 11:50:00+00:00, ,N,2022-02-03 11:48:10+00:00,SE
2022-02-04 11:38:00+00:00,2022-02-03 00:00:00+00:00,13.83,2022-02-04 11:50:00+00:00, ,N,2022-02-04 11:48:09+00:00,SE
2022-02-05 11:38:00+00:00,2022-02-04 00:00:00+00:00,4.05,2022-02-05 11:50:00+00:00, ,N,2022-02-05 11:48:09+00:00,SE
2022-02-06 11:38:00+00:00,2022-02-05 00:00:00+00:00,6.91,2022-02-06 11:50:00+00:00, ,N,2022-02-06 11:48:09+00:00,SE
2022-02-07 11:38:00+00:00,2022-02-06 00:00:00+00:00,5.97,2022-02-07 11:50:00+00:00, ,N,2022-02-07 11:48:10+00:00,SE
2022-02-08 11:38:00+00:00,2022-02-07 00:00:00+00:00,2.14,2022-02-08 11:50:00+00:00, ,N,2022-02-08 11:48:10+00:00,SE
2022-02-09 11:38:00+00:00,2022-02-08 00:00:00+00:00,2.96,2022-02-09 11:50:00+00:00, ,N,2022-02-09 11:48:10+00:00,SE
2022-02-10 11:38:00+00:00,2022-02-09 00:00:00+00:00,9.67,2022-02-10 11:50:00+00:00, ,N,2022-02-10 11:48:12+00:00,SE
2022-02-11 11:38:00+00:00,2022-02-10 00:00:00+00:00,18.56,2022-02-11 11:50:00+00:00, ,N,2022-02-11 11:48:09+00:00,SE
2022-02-12 11:38:00+00:00,2022-02-11 00:00:00+00:00,9.44,2022-02-12 11:50:00+00:00, ,N,2022-02-12 11:48:10+00:00,SE
2022-02-13 11:38:00+00:00,2022-02-12 00:00:00+00:00,7.61,2022-02-13 11:50:00+00:00, ,N,2022-02-13 11:48:09+00:00,SE
2022-02-14 11:38:00+00:00,2022-02-13 00:00:00+00:00,3.61,2022-02-14 11:50:00+00:00, ,N,2022-02-14 11:48:10+00:00,SE
2022-02-15 11:38:00+00:00,2022-02-14 00:00:00+00:00,10.41,2022-02-15 11:50:00+00:00, ,N,2022-02-15 11:48:09+00:00,SE
2022-02-16 11:38:00+00:00,2022-02-15 00:00:00+00:00,10.35,2022-02-16 11:50:00+00:00, ,N,2022-02-16 11:48:10+00:00,SE
2022-02-17 11:38:00+00:00,2022-02-16 00:00:00+00:00,15.24,2022-02-17 11:50:00+00:00, ,N,2022-02-17 11:48:10+00:00,SE
2022-02-18 11:38:00+00:00,2022-02-17 00:00:00+00:00,12.05,2022-02-18 11:50:00+00:00, ,N,2022-02-18 11:48:12+00:00,SE
2022-02-19 11:38:00+00:00,2022-02-18 00:00:00+00:00,-5.67,2022-02-19 11:50:00+00:00, ,N,2022-02-19 11:48:09+00:00,SE
2022-02-20 11:38:00+00:00,2022-02-19 00:00:00+00:00,9.37,2022-02-20 11:50:00+00:00, ,N,2022-02-20 11:48:10+00:00,SE
2022-02-21 11:38:00+00:00,2022-02-20 00:00:00+00:00,11.24,2022-02-21 11:50:00+00:00, ,N,2022-02-21 11:48:09+00:00,SE
2022-02-22 11:38:00+00:00,2022-02-21 00:00:00+00:00,13.75,2022-02-22 11:50:00+00:00, ,N,2022-02-22 11:48:10+00:00,SE
2022-02-23 11:38:00+00:00,2022-02-22 00:00:00+00:00,15.63,2022-02-23 11:50:00+00:00, ,N,2022-02-23 11:48:09+00:00,SE
2022-02-24 11:38:00+00:00,2022-02-23 00:00:00+00:00,5.18,2022-02-24 11:50:00+00:00, ,N,2022-02-24 11:48:10+00:00,SE
2022-02-25 11:38:00+00:00,2022-02-24 00:00:00+00:00,6.51,2022-02-25 11:50:00+00:00, ,N,2022-02-25 11:48:15+00:00,SE
2022-02-26 11:38:00+00:00,2022-02-25 00:00:00+00:00,8.76,2022-02-26 11:50:00+00:00, ,N,2022-02-26 11:48:09+00:00,SE
2022-02-27 11:38:00+00:00,2022-02-26 00:00:00+00:00,8.2,2022-02-27 11:50:00+00:00, ,N,2022-02-27 11:48:10+00:00,SE
2022-02-28 11:38:00+00:00,2022-02-27 00:00:00+00:00,6.43,2022-02-28 11:50:00+00:00, ,N,2022-02-28 11:48:28+00:00,SE
2022-03-01 11:38:00+00:00,2022-02-28 00:00:00+00:00,7.5,2022-03-01 11:50:00+00:00, ,N,2022-03-01 11:48:10+00:00,SE
2022-03-02 11:38:00+00:00,2022-03-01 00:00:00+00:00,6.98,2022-03-02 11:50:00+00:00, ,N,2022-03-02 11:48:09+00:00,SE
2022-03-03 11:38:00+00:00,2022-03-02 00:00:00+00:00,13.91,2022-03-03 11:50:00+00:00, ,N,2022-03-03 11:48:11+00:00,SE
2022-03-04 11:38:00+00:00,2022-03-03 00:00:00+00:00,15.04,2022-03-04 11:50:00+00:00, ,N,2022-03-04 11:48:11+00:00,SE
2022-03-05 11:38:00+00:00,2022-03-04 00:00:00+00:00,5.87,2022-03-05 11:50:00+00:00, ,N,2022-03-05 11:48:10+00:00,SE
2022-03-06 11:38:00+00:00,2022-03-05 00:00:00+00:00,10.39,2022-03-06 11:50:00+00:00, ,N,2022-03-06 11:48:11+00:00,SE
2022-03-07 11:38:00+00:00,2022-03-06 00:00:00+00:00,14.99,2022-03-07 11:50:00+00:00, ,N,2022-03-07 11:48:12+00:00,SE
2022-03-08 11:38:00+00:00,2022-03-07 00:00:00+00:00,9.97,2022-03-08 11:50:00+00:00, ,N,2022-03-08 11:48:11+00:00,SE
2022-03-09 11:38:00+00:00,2022-03-08 00:00:00+00:00,18.24,2022-03-09 11:50:00+00:00, ,N,2022-03-09 11:48:11+00:00,SE
2022-03-10 11:38:00+00:00,2022-03-09 00:00:00+00:00,6.36,2022-03-10 11:50:00+00:00, ,N,2022-03-10 11:48:11+00:00,SE
2022-03-11 11:38:00+00:00,2022-03-10 00:00:00+00:00,15.16,2022-03-11 11:50:00+00:00, ,N,2022-03-11 11:48:17+00:00,SE
2022-03-12 11:38:00+00:00,2022-03-11 00:00:00+00:00,9.25,2022-03-12 11:50:00+00:00, ,N,2022-03-12 11:48:11+00:00,SE
2022-03-13 11:38:00+00:00,2022-03-12 00:00:00+00:00,5.49,2022-03-13 11:50:00+00:00, ,N,2022-03-13 11:48:11+00:00,SE
2022-03-14 11:38:00+00:00,2022-03-13 00:00:00+00:00,6.63,2022-03-14 11:50:00+00:00, ,N,2022-03-14 11:48:11+00:00,SE
2022-03-15 11:38:00+00:00,2022-03-14 00:00:00+00:00,3.71,2022-03-15 11:50:00+00:00, ,N,2022-03-15 11:48:11+00:00,SE
2022-03-16 11:38:00+00:00,2022-03-15 00:00:00+00:00,14.71,2022-03-16 11:50:00+00:00, ,N,2022-03-16 11:48:17+00:00,SE
2022-03-17 11:38:00+00:00,2022-03-16 00:00:00+00:00,14.82,2022-03-17 11:50:00+00:00, ,N,2022-03-17 11:48:11+00:00,SE
2022-03-18 11:38:00+00:00,2022-03-17 00:00:00+00:00,6.53,2022-03-18 11:50:00+00:00, ,N,2022-03-18 11:48:11+00:00,SE
2022-03-19 11:38:00+00:00,2022-03-18 00:00:00+00:00,7.83,2022-03-19 11:50:00+00:00, ,N,2022-03-19 11:48:11+00:00,SE
2022-03-20 11:38:00+00:00,2022-03-19 00:00:00+00:00,2.51,2022-03-20 11:50:00+00:00, ,N,2022-03-20 11:48:11+00:00,SE
2022-03-21 11:38:00+00:00,2022-03-20 00:00:00+00:00,18.76,2022-03-21 11:50:00+00:00, ,N,2022-03-21 11:48:11+00:00,SE
2022-03-22 11:38:00+00:00,2022-03-21 00:00:00+00:00,0.83,2022-03-22 11:50:00+00:00, ,N,2022-03-22 11:48:11+00:00,SE
2022-03-23 11:38:00+00:00,2022-03-22 00:00:00+00:00,-1.64,2022-03-23 11:50:00+00:00, ,N,2022-03-23 11:48:11+00:00,SE
2022-03-24 11:38:00+00:00,2022-03-23 00:00:00+00:00,7.22,2022-03-24 11:50:00+00:00, ,N,2022-03-24 11:48:10+00:00,SE
2022-03-25 11:38:00+00:00,2022-03-24 00:00:00+00:00,11.42,2022-03-25 11:50:00+00:00, ,N,2022-03-25 11:48:10+00:00,SE
2022-03-26 11:38:00+00:00,2022-03-25 00:00:00+00:00,5.91,2022-03-27 10:50:00+00:00, ,N,2022-03-27 10:48:10+00:00,SE
2022-03-27 10:38:00+00:00,2022-03-26 00:00:00+00:00,10.95,2022-03-28 10:50:00+00:00, ,N,2022-03-28 10:48:10+00:00,SE
2022-03-28 10:38:00+00:00,2022-03-27 00:00:00+00:00,8.3,2022-03-29 10:50:00+00:00, ,N,2022-03-29 10:48:15+00:00,SE
2022-03-29 10:38:00+00:00,2022-03-28 00:00:00+00:00,5.27,2022-03-30 10:50:00+00:00, ,N,2022-03-30 10:48:11+00:00,SE
2022-03-30 10:38:00+00:00,2022-03-29 00:00:00+00:00,19.0,2022-03-31 10:50:00+00:00, ,N,2022-03-31 10:48:10+00:00,SE
2022-03-31 10:38:00+00:00,2022-03-30 00:00:00+00:00,10.06,2022-04-01 10:50:00+00:00, ,N,2022-04-01 10:48:09+00:00,SE
2022-04-01 10:38:00+00:00,2022-03-31 00:00:00+00:00,9.13,2022-04-02 10:50:00+00:00, ,N,2022-04-02 10:48:11+00:00,SE
2022-04-02 10:38:00+00:00,2022-04-01 00:00:00+00:00,6.6,2022-04-03 10:50:00+00:00, ,N,2022-04-03 10:48:15+00:00,SE
2022-04-03 10:38:00+00:00,2022-04-02 00:00:00+00:00,11.77,2022-04-04 10:50:00+00:00, ,N,2022-04-04 10:48:10+00:00,SE
2022-04-04 10:38:00+00:00,2022-04-03 00:00:00+00:00,10.02,2022-04-05 10:50:00+00:00, ,N,2022-04-05 10:48:09+00:00,SE
2022-04-05 10:38:00+00:00,2022-04-04 00:00:00+00:00,3.79,2022-04-06 10:50:00+00:00, ,N,2022-04-06 10:48:10+00:00,SE
2022-04-06 10:38:00+00:00,2022-04-05 00:00:00+00:00,5.46,2022-04-07 10:50:00+00:00, ,N,2022-04-07 10:48:10+00:00,SE
2022-04-07 10:38:00+00:00,2022-04-06 00:00:00+00:00,9.73,2022-04-08 10:50:00+00:00, ,N,2022-04-08 10:48:10+00:00,SE
2022-04-08 10:38:00+00:00,2022-04-07 00:00:00+00:00,9.86,2022-04-09 10:50:00+00:00, ,N,2022-04-09 10:48:11+00:00,SE
2022-04-09 10:38:00+00:00,2022-04-08 00:00:00+00:00,9.16,2022-04-10 10:50:00+00:00, ,N,2022-04-10 10:48:10+00:00,SE
2022-04-10 10:38:00+00:00,2022-04-09 00:00:00+00:00,5.16,2022-04-11 10:50:00+00:00, ,N,2022-04-11 10:48:11+00:00,SE
2022-04-11 10:38:00+00:00,2022-04-10 00:00:00+00:00,-0.15,2022-04-12 10:50:00+00:00, ,N,2022-04-12 10:48:09+00:00,SE
2022-04-12 10:38:00+00:00,2022-04-11 00:00:00+00:00,13.14,2022-04-13 10:50:00+00:00, ,N,2022-04-13 10:48:10+00:00,SE
2022-04-13 10:38:00+00:00,2022-04-12 00:00:00+00:00,12.41,2022-04-14 10:50:00+00:00, ,N,2022-04-14 10:48:10+00:00,SE
2022-04-14 10:38:00+00:00,2022-04-13 00:00:00+00:00,11.74,2022-04-15 10:50:00+00:00, ,N,2022-04-15 10:48:10+00:00,SE
2022-04-15 10:38:00+00:00,2022-04-14 00:00:00+00:00,11.2,2022-04-16 10:50:00+00:00, ,N,2022-04-16 10:48:10+00:00,SE
2022-04-16 10:38:00+00:00,2022-04-15 00:00:00+00:00,8.0,2022-04-17 10:50:00+00:00, ,N,2022-04-17 10:48:10+00:00,SE
2022-04-17 10:38:00+00:00,2022-04-16 00:00:00+00:00,10.87,2022-04-18 10:50:00+00:00, ,N,2022-04-18 10:48:10+00:00,SE
2022-04-18 10:38:00+00:00,2022-04-17 00:00:00+00:00,16.9,2022-04-19 10:50:00+00:00, ,N,2022-04-19 10:48:11+00:00,SE
2022-04-19 10:38:00+00:00,2022-04-18 00:00:00+00:00,12.76,2022-04-20 10:50:00+00:00, ,N,2022-04-20 10:48:11+00:00,SE
2022-04-20 10:38:00+00:00,2022-04-19 00:00:00+00:00,10.91,2022-04-21 10:50:00+00:00, ,N,2022-04-21 10:48:10+00:00,SE
2022-04-21 10:38:00+00:00,2022-04-20 00:00:00+00:00,2.2,2022-04-22 10:50:00+00:00, ,N,2022-04-22 10:48:11+00:00,SE
2022-04-22 10:38:00+00:00,2022-04-21 00:00:00+00:00,4.83,2022-04-23 10:50:00+00:00, ,N,2022-04-23 10:48:11+00:00,SE
2022-04-23 10:38:00+00:00,2022-04-22 00:00:00+00:00,11.36,2022-04-24 10:50:00+00:00, ,N,2022-04-24 10:48:11+00:00,SE
2022-04-24 10:38:00+00:00,2022-04-23 00:00:00+00:00,12.55,2022-04-25 10:50:00+00:00, ,N,2022-04-25 10:48:10+00:00,SE
2022-04-25 10:38:00+00:00,2022-04-24 00:00:00+00:00,19.19,2022-04-26 10:50:00+00:00, ,N,2022-04-26 10:48:10+00:00,SE
2022-04-26 10:38:00+00:00,2022-04-25 00:00:00+00:00,11.91,2022-04-27 10:50:00+00:00, ,N,2022-04-27 10:48:15+00:00,SE
2022-04-27 10:38:00+00:00,2022-04-26 00:00:00+00:00,2.97,2022-04-28 10:50:00+00:00, ,N,2022-04-28 10:48:11+00:00,SE
2022-04-28 10:38:00+00:00,2022-04-27 00:00:00+00:00,7.07,2022-04-29 10:50:00+00:00, ,N,2022-04-29 10:48:10+00:00,SE
2022-04-29 10:38:00+00:00,2022-04-28 00:00:00+00:00,11.75,2022-04-30 10:50:00+00:00, ,N,2022-04-30 10:48:10+00:00,SE
2022-04-30 10:38:00+00:00,2022-04-29 00:00:00+00:00,13.02,2022-05-01 10:50:00+00:00, ,N,2022-05-01 10:48:10+00:00,SE
2022-05-01 10:38:00+00:00,2022-04-30 00:00:00+00:00,3.97,2022-05-02 10:50:00+00:00, ,N,2022-05-02 10:48:10+00:00,SE
2022-05-02 10:38:00+00:00,2022-05-01 00:00:00+00:00,10.62,2022-05-03 10:50:00+00:00, ,N,2022-05-03 10:48:11+00:00,SE
2022-05-03 10:38:00+00:00,2022-05-02 00:00:00+00:00,10.53,2022-05-04 10:50:00+00:00, ,N,2022-05-04 10:48:11+00:00,SE
2022-05-04 10:38:00+00:00,2022-05-03 00:00:00+00:00,7.39,2022-05-05 10:50:00+00:00, ,N,2022-05-05 10:48:10+00:00,SE
2022-05-05 10:38:00+00:00,2022-05-04 00:00:00+00:00,12.23,2022-05-06 10:50:00+00:00, ,N,2022-05-06 10:48:10+00:00,SE
2022-05-06 10:38:00+00:00,2022-05-05 00:00:00+00:00,4.97,2022-05-07 10:50:00+00:00, ,N,2022-05-07 10:48:09+00:00,SE
2022-05-07 10:38:00+00:00,2022-05-06 00:00:00+00:00,-0.04,2022-05-08 10:50:00+00:00, ,N,2022-05-08 10:48:09+00:00,SE
2022-05-08 10:38:00+00:00,2022-05-07 00:00:00+00:00,2.85,2022-05-09 10:50:00+00:00, ,N,2022-05-09 10:48:09+00:00,SE
2022-05-09 10:38:00+00:00,2022-05-08 00:00:00+00:00,14.64,2022-05-10 10:50:00+00:00, ,N,2022-05-10 10:48:10+00:00,SE
2022-05-10 10:38:00+00:00,2022-05-09 00:00:00+00:00,9.74,2022-05-11 10:50:00+00:00, ,N,2022-05-11 10:48:09+00:00,SE
2022-05-11 10:38:00+00:00,2022-05-10 00:00:00+00:00,9.86,2022-05-12 10:50:00+00:00, ,N,2022-05-12 10:48:09+00:00,SE
2022-05-12 10:38:00+00:00,2022-05-11 00:00:00+00:00,10.59,2022-05-13 10:50:00+00:00, ,N,2022-05-13 10:48:10+00:00,SE
2022-05-13 10:38:00+00:00,2022-05-12 00:00:00+00:00,11.5,2022-05-14 10:50:00+00:00, ,N,2022-05-14 10:48:10+00:00,SE
2022-05-14 10:38:00+00:00,2022-05-13 00:00:00+00:00,12.83,2022-05-15 10:50:00+00:00, ,N,2022-05-15 10:48:09+00:00,SE
2022-05-15 10:38:00+00:00,2022-05-14 00:00:00+00:00,6.9,2022-05-16 10:50:00+00:00, ,N,2022-05-16 10:48:09+00:00,SE
2022-05-16 10:38:00+00:00,2022-05-15 00:00:00+00:00,12.96,2022-05-17 10:50:00+00:00, ,N,2022-05-17 10:48:09+00:00,SE
2022-05-17 10:38:00+00:00,2022-05-16 00:00:00+00:00,6.27,2022-05-18 10:50:00+00:00, ,N,2022-05-18 10:48:09+00:00,SE
2022-05-18 10:38:00+00:00,2022-05-17 00:00:00+00:00,9.64,2022-05-19 10:50:00+00:00, ,N,2022-05-19 10:48:09+00:00,SE
2022-05-19 10:38:00+00:00,2022-05-18 00:00:00+00:00,6.61,2022-05-20 10:50:00+00:00, ,N,2022-05-20 10:48:09+00:00,SE
2022-05-20 10:38:00+00:00,2022-05-19 00:00:00+00:00,11.07,2022-05-21 10:50:00+00:00, ,N,2022-05-21 10:48:09+00:00,SE
2022-05-21 10:38:00+00:00,2022-05-20 00:00:00+00:00,14.88,2022-05-22 10:50:00+00:00, ,N,2022-05-22 10:48:09+00:00,SE
2022-05-22 10:38:00+00:00,2022-05-21 00:00:00+00:00,14.24,2022-05-23 10:50:00+00:00, ,N,2022-05-23 10:48:10+00:00,SE
2022-05-23 10:38:00+00:00,2022-05-22 00:00:00+00:00,7.49,2022-05-24 10:50:00+00:00, ,N,2022-05-24 10:48:09+00:00,SE
2022-05-24 10:38:00+00:00,2022-05-23 00:00:00+00:00,11.67,2022-05-25 10:50:00+00:00, ,N,2022-05-25 10:48:09+00:00,SE
2022-05-25 10:38:00+00:00,2022-05-24 00:00:00+00:00,6.94,2022-05-26 10:50:00+00:00, ,N,2022-05-26 10:48:09+00:00,SE
2022-05-26 10:38:00+00:00,2022-05-25 00:00:00+00:00,15.19,2022-05-27 10:50:00+00:00, ,N,2022-05-27 10:48:10+00:00,SE
2022-05-27 10:38:00+00:00,2022-05-26 00:00:00+00:00,7.23,2022-05-28 10:50:00+00:00, ,N,2022-05-28 10:48:10+00:00,SE
2022-05-28 10:38:00+00:00,2022-05-27 00:00:00+00:00,15.82,2022-06-01 11:22:01+00:00,L,N,2022-06-01 11:22:09+00:00,SE
2022-05-29 10:38:00+00:00,2022-05-28 00:00:00+00:00,4.5,2022-05-30 10:50:00+00:00, ,N,2022-05-30 10:48:09+00:00,SE
2022-05-30 10:38:00+00:00,2022-05-29 00:00:00+00:00,3.03,2022-05-31 10:50:00+00:00, ,N,2022-05-31 10:48:09+00:00,SE
2022-05-31 10:38:00+00:00,2022-05-30 00:00:00+00:00,3.77,2022-06-01 10:50:00+00:00, ,N,2022-06-01 10:48:09+00:00,SE
2022-06-01 10:38:00+00:00,2022-05-31 00:00:00+00:00,1.45,2022-06-02 10:50:00+00:00, ,N,2022-06-02 10:48:09+00:00,SE
2022-06-02 10:38:00+00:00,2022-06-01 00:00:00+00:00,16.6,2022-06-03 10:50:00+00:00, ,N,2022-06-03 10:48:09+00:00,SE
2022-06-03 10:38:00+00:00,2022-06-02 00:00:00+00:00,15.65,2022-06-04 10:50:00+00:00, ,N,2022-06-04 10:48:10+00:00,SE
2022-06-04 10:38:00+00:00,2022-06-03 00:00:00+00:00,8.32,2022-06-05 10:50:00+00:00, ,N,2022-06-05 10:48:10+00:00,SE
2022-06-05 10:38:00+00:00,2022-06-04 00:00:00+00:00,12.28,2022-06-06 10:50:00+00:00, ,N,2022-06-06 10:48:09+00:00,SE
2022-06-06 10:38:00+00:00,2022-06-05 00:00:00+00:00,10.4,2022-06-07 10:50:00+00:00, ,N,2022-06-07 10:48:09+00:00,SE
2022-06-07 10:38:00+00:00,2022-06-06 00:00:00+00:00,2.54,2022-06-08 10:50:00+00:00, ,N,2022-06-08 10:48:09+00:00,SE
2022-06-08 10:38:00+00:00,2022-06-07 00:00:00+00:00,13.06,2022-06-09 10:50:00+00:00, ,N,2022-06-09 10:48:09+00:00,SE
2022-06-09 10:38:00+00:00,2022-06-08 00:00:00+00:00,6.47,2022-06-10 10:50:00+00:00, ,N,2022-06-10 10:48:09+00:00,SE
2022-06-10 10:38:00+00:00,2022-06-09 00:00:00+00:00,7.87,2022-06-11 10:50:00+00:00, ,N,2022-06-11 10:48:10+00:00,SE
2022-06-11 10:38:00+00:00,2022-06-10 00:00:00+00:00,11.94,2022-06-12 10:50:00+00:00, ,N,2022-06-12 10:48:10+00:00,SE
2022-06-12 10:38:00+00:00,2022-06-11 00:00:00+00:00,6.87,2022-06-13 10:50:00+00:00, ,N,2022-06-13 10:48:10+00:00,SE
2022-06-13 10:38:00+00:00,2022-06-12 00:00:00+00:00,15.94,2022-06-14 10:50:00+00:00, ,N,2022-06-14 10:48:09+00:00,SE
2022-06-14 10:38:00+00:00,2022-06-13 00:00:00+00:00,6.91,2022-06-15 10:50:00+00:00, ,N,2022-06-15 10:48:09+00:00,SE
2022-06-15 10:38:00+00:00,2022-06-14 00:00:00+00:00,11.23,2022-06-16 10:50:00+00:00, ,N,2022-06-16 10:48:10+00:00,SE
2022-06-16 10:38:00+00:00,2022-06-15 00:00:00+00:00,12.52,2022-06-17 10:50:00+00:00, ,N,2022-06-17 10:48:09+00:00,SE
2022-06-17 10:38:00+00:00,2022-06-16 00:00:00+00:00,6.35,2022-06-18 10:50:00+00:00, ,N,2022-06-18 10:48:09+00:00,SE
2022-06-18 10:38:00+00:00,2022-06-17 00:00:00+00:00,9.81,2022-06-19 10:50:00+00:00, ,N,2022-06-19 10:48:10+00:00,SE
2022-06-19 10:38:00+00:00,2022-06-18 00:00:00+00:00,10.24,2022-06-20 10:50:00+00:00, ,N,2022-06-20 10:48:09+00:00,SE
2022-06-20 10:38:00+00:00,2022-06-19 00:00:00+00:00,18.01,2022-06-21 10:50:00+00:00, ,N,2022-06-21 10:48:09+00:00,SE
2022-06-21 10:38:00+00:00,2022-06-20 00:00:00+00:00,4.23,2022-06-22 10:50:00+00:00, ,N,2022-06-22 10:48:09+00:00,SE
2022-06-22 10:38:00+00:00,2022-06-21 00:00:00+00:00,6.14,2022-06-23 10:50:00+00:00, ,N,2022-06-23 10:48:09+00:00,SE
2022-06-23 10:38:00+00:00,2022-06-22 00:00:00+00:00,10.61,2022-06-24 10:50:00+00:00, ,N,2022-06-24 10:48:10+00:00,SE
2022-06-24 10:38:00+00:00,2022-06-23 00:00:00+00:00,8.6,2022-06-25 10:50:00+00:00, ,N,2022-06-25 10:48:09+00:00,SE
2022-06-25 10:38:00+00:00,2022-06-24 00:00:00+00:00,7.22,2022-06-26 10:50:00+00:00, ,N,2022-06-26 10:48:10+00:00,SE
2022-06-26 10:38:00+00:00,2022-06-25 00:00:00+00:00,6.76,2022-06-27 10:50:00+00:00, ,N,2022-06-27 10:48:09+00:00,SE
2022-06-27 10:38:00+00:00,2022-06-26 00:00:00+00:00,8.68,2022-06-28 10:50:00+00:00, ,N,2022-06-28 10:48:09+00:00,SE
2022-06-28 10:38:00+00:00,2022-06-27 00:00:00+00:00,12.76,2022-06-29 10:50:00+00:00, ,N,2022-06-29 10:48:10+00:00,SE
2022-06-29 10:38:00+00:00,2022-06-28 00:00:00+00:00,18.49,2022-06-30 10:50:00+00:00, ,N,2022-06-30 10:48:09+00:00,SE
2022-06-30 10:38:00+00:00,2022-06-29 00:00:00+00:00,14.59,2022-07-01 10:50:00+00:00, ,N,2022-07-01 10:48:10+00:00,SE
2022-07-01 10:38:00+00:00,2022-06-30 00:00:00+00:00,3.9,2022-07-02 10:50:00+00:00, ,N,2022-07-02 10:48:08+00:00,SE
2022-07-02 10:38:00+00:00,2022-07-01 00:00:00+00:00,7.88,2022-07-03 10:50:00+00:00, ,N,2022-07-03 10:48:09+00:00,SE
2022-01-02 11:38:00+00:00,2022-01-01 00:00:00+00:00,13.55,2022-01-02 11:50:00+00:00, ,N,2022-01-02 11:48:09+00:00,SO
2022-01-03 11:38:00+00:00,2022-01-02 00:00:00+00:00,11.24,2022-01-03 11:50:00+00:00, ,N,2022-01-03 11:48:09+00:00,SO
2022-01-04 11:38:00+00:00,2022-01-03 00:00:00+00:00,2.37,2022-01-04 11:50:00+00:00, ,N,2022-01-04 11:48:15+00:00,SO
2022-01-05 11:38:00+00:00,2022-01-04 00:00:00+00:00,6.86,2022-01-05 11:50:00+00:00, ,N,2022-01-05 11:48:09+00:00,SO
2022-01-06 11:38:00+00:00,2022-01-05 00:00:00+00:00,8.75,2022-01-06 11:50:00+00:00, ,N,2022-01-06 11:48:09+00:00,SO
2022-01-07 11:38:00+00:00,2022-01-06 00:00:00+00:00,8.8,2022-01-07 11:50:00+00:00, ,N,2022-01-07 11:48:13+00:00,SO
2022-01-08 11:38:00+00:00,2022-01-07 00:00:00+00:00,6.43,2022-01-08 11:50:00+00:00, ,N,2022-01-08 11:48:10+00:00,SO
2022-01-09 11:38:00+00:00,2022-01-08 00:00:00+00:00,15.95,2022-01-09 11:50:00+00:00, ,N,2022-01-09 11:48:29+00:00,SO
2022-01-10 11:38:00+00:00,2022-01-09 00:00:00+00:00,4.16,2022-01-10 11:50:00+00:00, ,N,2022-01-10 11:48:31+00:00,SO
